account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Rundofase,ZLFKHXXI,Moses Frase,Won,GTX Basic,2017-09-18,2017-12-25,520
Dontechi,WIDRX5N6,Niesha Huffines,Won,GTX Plus Basic,2017-09-18,2017-12-23,1020
Mathtouch,HJLKGIH4,Reed Clapper,Lost,GTX Plus Basic,2017-09-18,2017-12-04,0
Yearin,DF6A63B7,Reed Clapper,Lost,MG Advanced,2017-09-18,2017-12-20,0
Donquadtech,T2EM55FZ,Rosie Papadopoulos,Won,GTXPro,2017-09-18,2017-11-15,4205
Dalttechnology,KDQL1O1A,Vicki Laflamme,Lost,GTX Basic,2017-09-18,2017-11-05,0
Initech,01XZ9CRY,Zane Levy,In Progress,GTX Plus Pro,2017-09-18,,
Toughzap,HJY0TQ7X,Zane Levy,In Progress,MG Special,2017-09-18,,
Funholding,75HKH8PS,Anna Snelling,Lost,GTX Plus Basic,2017-09-19,2017-09-30,0
Ron-tech,NK2CHYT1,Cecily Lampkin,Lost,GTX Plus Basic,2017-09-19,2017-11-08,0
,A7OVC1WK,Corliss Cosme,In Progress,GTX Plus Pro,2017-09-19,,
dambase,0WGAPLOI,Darcel Schlecht,Won,GTXPro,2017-09-19,2017-12-07,4990
Domzoom,GXPA5D3A,Darcel Schlecht,Won,GTXPro,2017-09-19,2017-09-29,5450
Groovestreet,8598PVIX,Elease Gluck,Won,MG Special,2017-09-19,2017-11-11,53
Inity,VKM2BCMV,Jonathan Berthelot,Won,GTXPro,2017-09-19,2017-09-25,3678
Newex,9N7LHW38,Kami Bicknell,Lost,GTXPro,2017-09-19,2017-09-29,0
Nam-zim,BKMYW792,Kami Bicknell,Lost,MG Advanced,2017-09-19,2017-11-27,0
Fasehatice,3IBBBGM4,Kary Hendrixson,Won,GTX Basic,2017-09-19,2017-11-18,555
Rangreen,T32P6LSX,Lajuana Vencill,Won,GTX Basic,2017-09-19,2017-12-16,492
Codehow,B944EMXZ,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-19,2017-11-23,0
Warephase,DOY7VMYB,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-19,2017-11-10,0
Gogozoom,QXWLE549,Marty Freudenburg,Won,GTX Basic,2017-09-19,2017-11-17,574
,V1SX6HOD,Maureen Marcano,In Progress,GTX Plus Basic,2017-09-19,,
Finjob,R0R0V2O5,Maureen Marcano,Won,GTXPro,2017-09-19,2017-12-09,4709
Condax,D3O1PCMO,Niesha Huffines,Won,MG Advanced,2017-09-19,2017-12-04,3079
Massive Dynamic,G53492IF,Reed Clapper,Won,GTXPro,2017-09-19,2017-09-24,4369
,WVKBXWA9,Rosie Papadopoulos,In Progress,MG Advanced,2017-09-19,,
Rangreen,KUH39HQ7,Versie Hillebrand,Lost,MG Special,2017-09-19,2017-09-22,0
Statholdings,RW6QS352,Versie Hillebrand,Won,GTX Plus Pro,2017-09-19,2017-12-31,6000
Kan-code,1374WYJG,Violet Mclelland,Won,MG Advanced,2017-09-19,2017-12-31,3248
Nam-zim,1T8R8X79,Zane Levy,Won,MG Advanced,2017-09-19,2017-11-19,4249
Toughzap,PSMWYTMB,Boris Faz,In Progress,MG Advanced,2017-09-20,,
Betasoloin,0ZXS3AIR,Boris Faz,Won,GTX Basic,2017-09-20,2017-12-26,563
Gekko & Co,SBTVPORC,Corliss Cosme,Won,GTXPro,2017-09-20,2017-09-29,5037
Kan-code,XZKZYO55,Daniell Hammack,Won,GTXPro,2017-09-20,2017-12-16,4865
Warephase,AMCOSQZC,Darcel Schlecht,Won,GTXPro,2017-09-20,2017-12-18,5192
Kan-code,6C2CJX31,Donn Cantrell,Lost,GTX Plus Basic,2017-09-20,2017-12-23,0
,NRK892VX,Elease Gluck,In Progress,GTX Plus Pro,2017-09-20,,
,5F1RM2YM,Elease Gluck,In Progress,MG Special,2017-09-20,,
Doncon,VQQR3OUI,Elease Gluck,Won,MG Special,2017-09-20,2017-12-31,41
Dalttechnology,UWYFOEMO,Hayden Neloms,Won,MG Special,2017-09-20,2017-09-26,59
Goodsilron,ZXNHUYCM,James Ascencio,Lost,GTX Plus Pro,2017-09-20,2017-10-01,0
Blackzim,KHG4UMKP,James Ascencio,Won,MG Special,2017-09-20,2017-11-24,58
Ron-tech,5R7N3RKQ,Jonathan Berthelot,Won,GTXPro,2017-09-20,2017-09-30,4361
,197EQMY8,Kami Bicknell,In Progress,GTXPro,2017-09-20,,
Lexiqvolax,TEM0I59X,Kami Bicknell,Won,GTX Plus Pro,2017-09-20,2017-12-09,4906
Goodsilron,1WPZ1MCO,Markita Hansen,Won,GTX Basic,2017-09-20,2017-09-29,587
Y-corporation,1AQKM7VU,Markita Hansen,Won,GTXPro,2017-09-20,2017-11-24,4487
Cancity,VTVYSUZG,Moses Frase,Won,MG Advanced,2017-09-20,2017-12-28,3627
Dalttechnology,61IKUAZI,Rosalina Dieter,In Progress,GTX Plus Basic,2017-09-20,,
Plexzap,6ZSAKAHX,Rosalina Dieter,Won,GTX Plus Basic,2017-09-20,2017-12-22,920
Zumgoity,D9MZMDOL,Vicki Laflamme,In Progress,MG Special,2017-09-20,,
,2FM8HJDM,Vicki Laflamme,In Progress,MG Advanced,2017-09-20,,
Golddex,7TIWLFZD,Vicki Laflamme,Won,GTX Basic,2017-09-20,2017-10-01,552
Labdrill,HXRF96S3,Vicki Laflamme,Won,MG Special,2017-09-20,2017-12-15,54
Bubba Gump,WTEAOER0,Violet Mclelland,Won,GTX Basic,2017-09-20,2017-12-14,472
Xx-zobam,T8LSQO2S,Wilburn Farren,Lost,GTX Plus Pro,2017-09-20,2017-11-24,0
,4R4QF0ZU,Zane Levy,In Progress,GTXPro,2017-09-20,,
Toughzap,ABMOVF1A,Anna Snelling,Won,MG Special,2017-09-21,2017-09-30,66
Yearin,Q2GK9IT2,Boris Faz,Lost,GTXPro,2017-09-21,2017-12-02,0
Massive Dynamic,J0WKJLR6,Cassey Cress,Won,GTX Plus Basic,2017-09-21,2017-11-21,1039
Plussunin,B1D3HP8V,Corliss Cosme,Lost,GTX Plus Basic,2017-09-21,2017-11-22,0
Kan-code,QHP95ULI,Corliss Cosme,Lost,GTXPro,2017-09-21,2017-09-25,0
Bluth Company,OAMR9KPA,Corliss Cosme,Won,GTX Basic,2017-09-21,2017-12-21,550
,IDKBZCAF,Daniell Hammack,In Progress,GTXPro,2017-09-21,,
Rangreen,0GRGY09E,Darcel Schlecht,Lost,GTXPro,2017-09-21,2017-11-25,0
Treequote,MP9PICCD,Darcel Schlecht,Won,GTXPro,2017-09-21,2017-12-30,4570
Betasoloin,F34QYKQJ,Donn Cantrell,Lost,GTXPro,2017-09-21,2017-11-30,0
Condax,DHJ8KOUV,Gladys Colclough,Won,GTX Plus Pro,2017-09-21,2017-12-05,5138
Labdrill,JYNYK957,James Ascencio,Won,MG Advanced,2017-09-21,2017-12-02,3063
Sunnamplex,NOLWR5EX,Kami Bicknell,Lost,GTX Plus Basic,2017-09-21,2017-10-02,0
Green-Plus,BUHR2X8U,Kary Hendrixson,Won,GTX Basic,2017-09-21,2017-12-30,613
Plexzap,4OPFJFRO,Kary Hendrixson,Won,GTXPro,2017-09-21,2017-11-14,4808
Condax,MLV2QDU6,Lajuana Vencill,Won,GTX Plus Pro,2017-09-21,2017-11-26,5160
J-Texon,V7T9ZP6C,Markita Hansen,Won,GTX Basic,2017-09-21,2017-10-01,566
Warephase,WYS1XI44,Marty Freudenburg,Won,MG Special,2017-09-21,2017-09-27,68
Kan-code,C3HN12Z8,Maureen Marcano,Lost,GTX Basic,2017-09-21,2017-10-03,0
The New York Inquirer,YCQXHVMZ,Reed Clapper,Won,GTXPro,2017-09-21,2017-12-22,5600
dambase,4PLSG7A3,Versie Hillebrand,Won,MG Special,2017-09-21,2017-12-12,61
Groovestreet,ZD772DU8,Vicki Laflamme,Lost,MG Special,2017-09-21,2017-12-03,0
Xx-zobam,2KVQ5Z4M,Wilburn Farren,Lost,MG Advanced,2017-09-21,2017-11-29,0
Plussunin,U6LLSWEN,Cassey Cress,Lost,GTX Plus Basic,2017-09-22,2017-11-27,0
Donware,RVQTWBKE,Cassey Cress,Lost,GTX Plus Pro,2017-09-22,2017-11-24,0
Zotware,BWPBMVQH,Corliss Cosme,Lost,GTX Basic,2017-09-22,2017-11-29,0
,LFI3BGEE,Daniell Hammack,In Progress,GTX Plus Pro,2017-09-22,,
The New York Inquirer,YPSXMDRH,Daniell Hammack,Won,GTXPro,2017-09-22,2017-12-23,4976
Gogozoom,Q46QSEGT,Darcel Schlecht,Lost,GTXPro,2017-09-22,2017-10-03,0
Inity,DT0ZJ9Z2,Darcel Schlecht,Won,GTXPro,2017-09-22,2017-12-24,4991
Bioplex,55ZNV61S,Donn Cantrell,Lost,GTX Basic,2017-09-22,2017-10-04,0
Vehement Capital Partners,6PQS93V2,Donn Cantrell,Won,GTXPro,2017-09-22,2017-10-04,5868
Labdrill,1LHU0876,Elease Gluck,In Progress,MG Advanced,2017-09-22,,
Isdom,V929BUUS,Gladys Colclough,Lost,GTX Plus Basic,2017-09-22,2017-12-21,0
Bioholding,LDYYOH6W,Gladys Colclough,Won,GTXPro,2017-09-22,2017-11-24,4938
Ron-tech,4MFY8UXP,Gladys Colclough,Won,MG Advanced,2017-09-22,2017-12-14,3772
Cheers,EBJMZ5VE,James Ascencio,Won,GTX Plus Pro,2017-09-22,2017-10-02,5784
Conecom,CMXOTVL7,Jonathan Berthelot,Won,GTXPro,2017-09-22,2017-10-02,3485
Fasehatice,9XF2B7RS,Kami Bicknell,Won,GTX Basic,2017-09-22,2017-09-28,675
Sonron,WHV85GOQ,Kary Hendrixson,Lost,GTX Basic,2017-09-22,2017-11-28,0
Plusstrip,MXJAH0R5,Maureen Marcano,Lost,MG Special,2017-09-22,2017-11-28,0
Doncon,OXW7DBDT,Rosalina Dieter,Lost,GTX Plus Basic,2017-09-22,2017-11-02,0
Newex,W5EGDYPK,Rosalina Dieter,Won,MG Special,2017-09-22,2017-10-01,55
Toughzap,C13104YM,Versie Hillebrand,Lost,MG Special,2017-09-22,2017-12-16,0
Rangreen,1GA3AFTX,Versie Hillebrand,Lost,MG Advanced,2017-09-22,2017-12-12,0
Inity,389D515R,Versie Hillebrand,Won,GTX Plus Pro,2017-09-22,2017-10-01,5775
Hottechi,2751GWVC,Vicki Laflamme,Won,GTX Basic,2017-09-22,2017-11-18,651
Scotfind,0UFUDIYT,Vicki Laflamme,Won,GTX Basic,2017-09-22,2017-11-22,570
Blackzim,Y3QBGJLM,Vicki Laflamme,Won,MG Special,2017-09-22,2017-12-30,54
Scotfind,O7U4I96P,Vicki Laflamme,Won,MG Special,2017-09-22,2017-09-29,47
Silis,Q0R3ZBNT,Wilburn Farren,Won,MG Special,2017-09-22,2017-11-08,56
Vehement Capital Partners,FGUWP1NF,Boris Faz,Lost,GTX Plus Basic,2017-09-23,2017-10-05,0
Rangreen,DH8R6PK5,Darcel Schlecht,Lost,GTXPro,2017-09-23,2017-12-12,0
Bioholding,ZKFWTRRT,Darcel Schlecht,Won,GTXPro,2017-09-23,2017-09-30,4422
Hottechi,941SDVVZ,Darcel Schlecht,Won,GTXPro,2017-09-23,2017-10-02,5357
Bioholding,ODINSHYF,Gladys Colclough,Lost,MG Special,2017-09-23,2017-10-01,0
Conecom,0TICPBMF,Gladys Colclough,Won,GTX Plus Basic,2017-09-23,2017-09-27,1047
Ron-tech,WANX7LM0,Gladys Colclough,Won,GTXPro,2017-09-23,2017-12-29,5013
Finjob,9F2MDA5R,Hayden Neloms,Won,MG Advanced,2017-09-23,2017-09-25,3197
Inity,JUKJ3RAB,Jonathan Berthelot,Lost,GTX Plus Basic,2017-09-23,2017-10-05,0
Zumgoity,YD3D41E0,Jonathan Berthelot,Won,GTX Plus Basic,2017-09-23,2017-10-02,1127
,K2NPVZL8,Kami Bicknell,In Progress,GTX Basic,2017-09-23,,
Kan-code,7FLPKZN7,Kami Bicknell,In Progress,GTXPro,2017-09-23,,
Plexzap,RX8711KI,Kami Bicknell,Won,GTX Basic,2017-09-23,2017-12-24,468
Rantouch,F3BJAMUL,Kami Bicknell,Won,MG Special,2017-09-23,2017-11-19,55
Finjob,HZS2YVRN,Kary Hendrixson,Won,MG Special,2017-09-23,2017-10-01,57
Zumgoity,W3B077GY,Lajuana Vencill,Lost,MG Special,2017-09-23,2017-11-07,0
Rangreen,MGR0TSPK,Lajuana Vencill,Won,GTX Plus Basic,2017-09-23,2017-11-27,946
Xx-holding,TEF07JM6,Markita Hansen,Lost,GTX Basic,2017-09-23,2017-10-02,0
Zoomit,N8SVXI48,Maureen Marcano,Lost,GTX Basic,2017-09-23,2017-11-14,0
Golddex,VG1WQW88,Maureen Marcano,Lost,MG Special,2017-09-23,2017-11-06,0
Dontechi,MEKVHSCB,Moses Frase,Lost,MG Special,2017-09-23,2017-11-27,0
Massive Dynamic,PBJ62FC3,Rosie Papadopoulos,Lost,GTXPro,2017-09-23,2017-10-05,0
,3Q15OHQB,Vicki Laflamme,In Progress,MG Advanced,2017-09-23,,
Hottechi,O04P1WN6,Vicki Laflamme,Won,GTXPro,2017-09-23,2017-12-17,4415
Bioplex,600FP406,Violet Mclelland,Won,MG Special,2017-09-23,2017-10-02,60
Green-Plus,2EFTTOAV,Zane Levy,Won,GTX Plus Pro,2017-09-23,2017-10-01,5865
Treequote,DDXFIBEY,Anna Snelling,Lost,GTX Plus Pro,2017-09-24,2017-11-23,0
Codehow,5BRWXIU3,Anna Snelling,Lost,MG Special,2017-09-24,2017-11-27,0
Kan-code,WN9ZY701,Boris Faz,Lost,GTX Plus Basic,2017-09-24,2017-12-14,0
Globex Corporation,DA8D04ED,Cecily Lampkin,Lost,MG Advanced,2017-09-24,2017-10-04,0
Rundofase,WLQC2XK4,Cecily Lampkin,Won,MG Special,2017-09-24,2017-10-02,54
Opentech,A4CVM3PM,Corliss Cosme,Won,GTXPro,2017-09-24,2017-12-27,5069
Konex,CNLE5EJ2,Daniell Hammack,Won,GTX Plus Pro,2017-09-24,2017-10-05,5378
Mathtouch,D3HUUVPL,Daniell Hammack,Won,GTXPro,2017-09-24,2017-12-04,5255
Domzoom,2UNDAQZ2,Darcel Schlecht,Lost,GTX Plus Basic,2017-09-24,2017-10-04,0
Conecom,R2E45IQ8,Darcel Schlecht,Won,GTX Plus Pro,2017-09-24,2017-10-03,5144
Donware,UX0H8B3W,Donn Cantrell,Lost,GTX Plus Pro,2017-09-24,2017-11-16,0
Plusstrip,VM0A3057,James Ascencio,Won,GTX Plus Pro,2017-09-24,2017-10-03,5527
Nam-zim,DX9CCI9C,Kary Hendrixson,Lost,MG Advanced,2017-09-24,2017-12-19,0
Hottechi,8SE1W979,Lajuana Vencill,Lost,GTX Basic,2017-09-24,2017-10-02,0
dambase,L6AOARQ9,Lajuana Vencill,Won,GTX Basic,2017-09-24,2017-12-21,452
Kan-code,I83GQQHA,Markita Hansen,Lost,MG Advanced,2017-09-24,2017-10-05,0
Toughzap,10984DDU,Moses Frase,Won,GTX Plus Pro,2017-09-24,2017-12-28,7300
Genco Pura Olive Oil Company,JQVW0KJV,Versie Hillebrand,Lost,MG Special,2017-09-24,2017-11-09,0
Blackzim,UWZHNMR4,Vicki Laflamme,Won,GTX Plus Pro,2017-09-24,2017-11-26,5196
Faxquote,TRET6F45,Vicki Laflamme,Won,GTX Plus Pro,2017-09-24,2017-12-26,5624
J-Texon,8DDC9RLE,Vicki Laflamme,Won,MG Advanced,2017-09-24,2017-12-15,4110
Inity,TFGYLK6C,Anna Snelling,Lost,GTX Basic,2017-09-25,2017-10-04,0
Codehow,4YXXI2OI,Anna Snelling,Won,MG Special,2017-09-25,2017-12-18,53
Massive Dynamic,3C7A75LH,Cassey Cress,Won,GTXPro,2017-09-25,2017-09-27,5727
Plussunin,02LUGFJS,Cassey Cress,Won,GTXPro,2017-09-25,2017-09-28,4308
Plussunin,KPF0GREK,Cassey Cress,Won,MG Advanced,2017-09-25,2017-12-09,3329
Kinnamplus,HEG2JK9Y,Daniell Hammack,Lost,GTX Plus Basic,2017-09-25,2017-10-03,0
Hottechi,1ZCAL93A,Darcel Schlecht,Lost,GTX Plus Pro,2017-09-25,2017-10-04,0
Doncon,5NW6HK74,Elease Gluck,Lost,MG Special,2017-09-25,2017-10-04,0
Betasoloin,EJVD09HQ,James Ascencio,In Progress,MG Special,2017-09-25,,
Gogozoom,7WFASDCZ,Jonathan Berthelot,Lost,GTX Basic,2017-09-25,2017-10-03,0
Dontechi,7XNX75LI,Jonathan Berthelot,Lost,GTX Plus Pro,2017-09-25,2017-12-08,0
Labdrill,RAUWH0GP,Kami Bicknell,Won,GTX Plus Pro,2017-09-25,2017-11-27,6105
Xx-holding,I86I0TJG,Kary Hendrixson,Won,GTX Basic,2017-09-25,2017-11-13,549
Doncon,TFW3KAYZ,Kary Hendrixson,Won,GTXPro,2017-09-25,2017-11-12,4828
Dontechi,9NH8ACMQ,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-25,2017-10-04,0
Y-corporation,86KARIC1,Maureen Marcano,Lost,GTX Basic,2017-09-25,2017-10-03,0
Finhigh,N2SLAOZR,Moses Frase,Lost,GTX Basic,2017-09-25,2017-10-04,0
Zumgoity,02TUKBP3,Moses Frase,Lost,MG Special,2017-09-25,2017-11-30,0
Zumgoity,KU0YOR3J,Niesha Huffines,Won,GTX Plus Basic,2017-09-25,2017-10-04,1189
Hottechi,BRGJCWO1,Niesha Huffines,Won,MG Special,2017-09-25,2017-11-28,51
Mathtouch,IEIZU3TY,Reed Clapper,Lost,GTX Plus Basic,2017-09-25,2017-12-24,0
,P8QXRXMR,Rosalina Dieter,In Progress,GTXPro,2017-09-25,,
Xx-holding,35KZ6QTP,Rosalina Dieter,Lost,MG Advanced,2017-09-25,2017-10-03,0
Dontechi,V5ZP09PO,Versie Hillebrand,Lost,GTX Plus Basic,2017-09-25,2017-10-03,0
Condax,VKB9RFJT,Versie Hillebrand,Won,MG Special,2017-09-25,2017-11-20,55
dambase,Y9HHGGOQ,Versie Hillebrand,Won,MG Special,2017-09-25,2017-10-04,53
Plusstrip,H3AEZ2BZ,Vicki Laflamme,Lost,MG Special,2017-09-25,2017-10-05,0
Donquadtech,LUXAXNBV,Wilburn Farren,Won,GTX Plus Pro,2017-09-25,2017-12-09,5960
Groovestreet,0XBMBVFP,Zane Levy,Won,MG Advanced,2017-09-25,2017-10-04,3438
Cancity,8KIMVD15,Anna Snelling,Lost,MG Special,2017-09-26,2017-10-06,0
Globex Corporation,Q06QD8ZW,Anna Snelling,Won,MG Special,2017-09-26,2017-11-03,54
Konex,0SD3OBQI,Boris Faz,Lost,GTX Plus Basic,2017-09-26,2017-11-06,0
Kinnamplus,YKZFQT7K,Cassey Cress,Lost,GTX Basic,2017-09-26,2017-10-05,0
Iselectrics,I25J5M7W,Cassey Cress,Lost,MG Advanced,2017-09-26,2017-09-28,0
Toughzap,B2Z4BB5U,Cecily Lampkin,Lost,GTX Plus Pro,2017-09-26,2017-10-06,0
Isdom,87ZXBDQS,Cecily Lampkin,Lost,MG Special,2017-09-26,2017-10-07,0
Statholdings,3LYVAV6P,Cecily Lampkin,Won,MG Special,2017-09-26,2017-10-03,55
,G7QIQDSA,Corliss Cosme,In Progress,GTXPro,2017-09-26,,
Xx-zobam,7I2O2ZCR,Corliss Cosme,Lost,GTX Plus Basic,2017-09-26,2017-11-19,0
Konex,SUX7JFN7,Daniell Hammack,Lost,GTX Plus Basic,2017-09-26,2017-11-19,0
Hottechi,5DL7R4C3,Darcel Schlecht,Lost,GTXPro,2017-09-26,2017-10-03,0
Streethex,61ON3Y6O,Darcel Schlecht,Lost,MG Special,2017-09-26,2017-10-02,0
Ganjaflex,HOEKIDDI,Donn Cantrell,Lost,GTXPro,2017-09-26,2017-11-13,0
Sonron,10YLM9VF,Elease Gluck,Lost,GTXPro,2017-09-26,2017-10-09,0
Sonron,LN0DF2XI,Elease Gluck,Won,MG Special,2017-09-26,2017-11-27,48
Hottechi,ZNE0DAIF,Hayden Neloms,Lost,GTX Plus Basic,2017-09-26,2017-11-24,0
Finjob,DTCHPCBB,Hayden Neloms,Won,MG Advanced,2017-09-26,2017-12-14,3553
Xx-holding,YID2GAED,James Ascencio,Lost,GTX Plus Pro,2017-09-26,2017-10-04,0
J-Texon,QFKL9UK2,Kary Hendrixson,Won,GTXPro,2017-09-26,2017-10-05,4727
Sunnamplex,MC3OSDV0,Kary Hendrixson,Won,MG Special,2017-09-26,2017-10-02,65
Rangreen,C7DOYN5Y,Lajuana Vencill,Won,GTX Basic,2017-09-26,2017-12-25,585
,JXUSPNPV,Markita Hansen,In Progress,GTX Plus Basic,2017-09-26,,
Plexzap,K79T6VNV,Markita Hansen,Lost,MG Special,2017-09-26,2017-10-03,0
Domzoom,DX8R6PA4,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-26,2017-10-03,0
Cancity,FZDD9758,Marty Freudenburg,Lost,MG Advanced,2017-09-26,2017-10-07,0
Rangreen,0SIFT5DE,Marty Freudenburg,Lost,MG Advanced,2017-09-26,2017-10-04,0
Konmatfix,MZSCFJZS,Marty Freudenburg,Won,GTX Plus Pro,2017-09-26,2017-10-07,5708
Hottechi,D6X5T9D4,Maureen Marcano,Lost,MG Special,2017-09-26,2017-10-05,0
Bioholding,69Z30MBF,Moses Frase,Won,GTX Basic,2017-09-26,2017-11-15,571
Scottech,SH0BSL0Z,Moses Frase,Won,GTX Basic,2017-09-26,2017-12-24,619
Donware,Q5E0NILP,Reed Clapper,Won,MG Advanced,2017-09-26,2017-10-03,2984
Bioplex,RFTDQJ0U,Rosie Papadopoulos,Won,GTX Basic,2017-09-26,2017-10-01,558
Condax,76NU9866,Rosie Papadopoulos,Won,MG Special,2017-09-26,2017-12-02,57
Initech,13O8NTOT,Violet Mclelland,Won,MG Special,2017-09-26,2017-11-30,61
Hottechi,AS3IYIRO,Anna Snelling,Won,GTX Basic,2017-09-27,2017-12-26,543
Zotware,L1WPBDZG,Boris Faz,Won,GTXPro,2017-09-27,2017-12-12,4125
Ganjaflex,QK98E62R,Cassey Cress,Won,GTX Plus Pro,2017-09-27,2017-12-29,5301
Kinnamplus,F9THW1PW,Corliss Cosme,Won,GTX Basic,2017-09-27,2017-10-05,495
Bioplex,LQJISQSD,Corliss Cosme,Won,GTX Plus Basic,2017-09-27,2017-10-05,955
Iselectrics,84SZ58S9,Daniell Hammack,Won,GTX Plus Basic,2017-09-27,2017-10-04,1225
Ron-tech,Q5I9JWH7,Darcel Schlecht,Lost,GTXPro,2017-09-27,2017-10-02,0
Conecom,6BSKCQCX,Darcel Schlecht,Won,GTX Basic,2017-09-27,2017-12-25,608
Warephase,UKQD4DPD,Darcel Schlecht,Won,GTXPro,2017-09-27,2017-11-13,4515
Silis,SI874ZK5,Donn Cantrell,Lost,GTXPro,2017-09-27,2017-10-06,0
Green-Plus,6XP6FVMN,Elease Gluck,Won,MG Advanced,2017-09-27,2017-12-18,3772
Kan-code,NDMEB0VG,Garret Kinder,Lost,MG Advanced,2017-09-27,2017-10-05,0
Bioholding,IGFQGZDK,Gladys Colclough,Won,GTX Basic,2017-09-27,2017-12-08,540
Cancity,Y2DLFFN6,Gladys Colclough,Won,MG Advanced,2017-09-27,2017-09-30,2800
Stanredtax,I6UCM2J9,Gladys Colclough,Won,MG Advanced,2017-09-27,2017-10-05,3250
Plexzap,PT0I4XSM,Hayden Neloms,Won,GTX Plus Basic,2017-09-27,2017-10-07,1232
Hatfan,X718EF6Y,Hayden Neloms,Won,MG Advanced,2017-09-27,2017-10-04,2811
,FSYTM6YE,James Ascencio,In Progress,GTXPro,2017-09-27,,
Lexiqvolax,VUAFV8SS,James Ascencio,Won,GTX Plus Basic,2017-09-27,2017-12-07,1178
Treequote,SXPV3WCV,Jonathan Berthelot,Won,GTXPro,2017-09-27,2017-12-22,4869
Cheers,9PH1EWCH,Kami Bicknell,Lost,MG Advanced,2017-09-27,2017-12-03,0
Inity,THPCTGNI,Lajuana Vencill,Lost,GTX Plus Pro,2017-09-27,2017-10-02,0
Condax,XR4PPDOB,Lajuana Vencill,Won,GTX Basic,2017-09-27,2017-12-18,507
Bioholding,EK06CNRW,Lajuana Vencill,Won,MG Advanced,2017-09-27,2017-10-06,3681
Doncon,Q25T8PKX,Markita Hansen,Lost,GTX Plus Basic,2017-09-27,2017-10-01,0
Dontechi,V86S5LWV,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-27,2017-10-02,0
Treequote,K8Y7CK9T,Marty Freudenburg,Won,GTX Plus Pro,2017-09-27,2017-10-05,5280
Betasoloin,1LY8CAXD,Rosalina Dieter,In Progress,GTK 500,2017-09-27,,
Finjob,ADS3CQ4B,Rosalina Dieter,Won,MG Special,2017-09-27,2017-11-27,50
Genco Pura Olive Oil Company,9UBU6UW4,Versie Hillebrand,Won,MG Special,2017-09-27,2017-09-29,59
Kan-code,ZP9HW0LH,Vicki Laflamme,Won,MG Advanced,2017-09-27,2017-10-03,3794
Ganjaflex,WV41OJHX,Wilburn Farren,Won,MG Advanced,2017-09-27,2017-10-03,3786
Condax,FTUJY4FP,Cassey Cress,Lost,GTX Plus Basic,2017-09-28,2017-10-07,0
Plussunin,ORBIW519,Donn Cantrell,Lost,MG Advanced,2017-09-28,2017-12-19,0
Mathtouch,369V78M2,Donn Cantrell,Won,GTXPro,2017-09-28,2017-10-07,5553
Konex,792JYPG1,Donn Cantrell,Won,MG Advanced,2017-09-28,2017-10-08,3557
Green-Plus,Y6Q7Z0SO,Elease Gluck,Won,MG Special,2017-09-28,2017-10-08,63
Conecom,9IM813OI,Gladys Colclough,Lost,GTX Basic,2017-09-28,2017-11-11,0
Scottech,GXY3QZ2V,Lajuana Vencill,Won,MG Advanced,2017-09-28,2017-10-06,3704
,SMP2K39G,Markita Hansen,In Progress,GTXPro,2017-09-28,,
Gogozoom,IVX52FRZ,Marty Freudenburg,Lost,GTX Plus Basic,2017-09-28,2017-11-03,0
Hottechi,2CN1G52G,Marty Freudenburg,Lost,MG Advanced,2017-09-28,2017-10-03,0
Ron-tech,OR0PEAIV,Marty Freudenburg,Won,GTX Plus Basic,2017-09-28,2017-11-30,1133
Konex,EGOU8GB1,Maureen Marcano,Won,GTX Plus Basic,2017-09-28,2017-12-09,1292
Plusstrip,IIKN6Q8E,Rosalina Dieter,Won,MG Advanced,2017-09-28,2017-12-04,3278
Codehow,VTX8GPN8,Versie Hillebrand,Won,MG Special,2017-09-28,2017-10-05,55
Finjob,DVGY4X7E,Vicki Laflamme,Won,GTX Basic,2017-09-28,2017-12-23,498
Sunnamplex,W9LAIASV,Vicki Laflamme,Won,MG Special,2017-09-28,2017-12-30,55
,9JTFD4FZ,Wilburn Farren,In Progress,GTX Plus Pro,2017-09-28,,
Cheers,1JFYPP8R,Zane Levy,Won,GTX Basic,2017-09-28,2017-10-05,571
,C51GWGUE,Daniell Hammack,In Progress,GTX Plus Basic,2017-09-29,,
Bubba Gump,A62JDGQK,Daniell Hammack,Won,GTXPro,2017-09-29,2017-10-05,4942
Streethex,K25Z2KKH,Darcel Schlecht,Lost,GTX Plus Basic,2017-09-29,2017-10-05,0
Bioplex,U3F5X6BB,Donn Cantrell,Lost,MG Special,2017-09-29,2017-12-07,0
Singletechno,VJD27D8U,Elease Gluck,Won,GTXPro,2017-09-29,2017-10-01,5340
Vehement Capital Partners,9TMPRT6R,Garret Kinder,Lost,GTX Basic,2017-09-29,2017-10-03,0
Zotware,CE81S7UN,Garret Kinder,Lost,MG Advanced,2017-09-29,2017-10-08,0
Isdom,LEPH90QI,Gladys Colclough,Won,GTX Plus Pro,2017-09-29,2017-10-09,5689
Rantouch,X1QNN2DG,James Ascencio,Lost,GTX Basic,2017-09-29,2017-10-08,0
